             36	         O
         Wenger	     S-PER
          spoke	         O
         before	         O
            the	         O
          match	         O
             of	         O
            the	         O
              "	         O
     creativity	         O
              "	         O
            his	         O
           side	         O
           have	         O
             at	         O
          their	         O
       disposal	         O
              .	         O
       Wilshere	     S-PER
     definitely	         O
         showed	         O
           some	         O
             of	         O
             it	         O
          there	         O
              -	         O
            but	         O
            his	         O
         target	         O
              ,	         O
        Monreal	     S-PER
              ,	         O
            was	         O
             in	         O
             an	         O
        offside	         O
       position	         O
              .	         O

