             82	         O
            But	         O
          there	         O
             is	         O
             no	         O
        denying	         O
            the	         O
          angst	         O
    surrounding	         O
            the	         O
       Emirates	     S-ORG
             at	         O
            the	         O
         moment	         O
              .	         O
           They	         O
        entered	         O
              a	         O
            key	         O
         period	         O
             of	         O
          their	         O
         season	         O
        needing	         O
          three	         O
            big	         O
        results	         O
              .	         O
             As	         O
             it	         O
            has	         O
       happened	         O
              ,	         O
           they	         O
           have	         O
           lost	         O
            two	         O
            out	         O
             of	         O
            two	         O
              .	         O

