             23	         O
           What	         O
            can	         O
            the	         O
       visitors	         O
             do	         O
           here	         O
              ?	         O
           They	         O
           have	         O
            the	         O
           ball	         O
              ,	         O
           with	         O
          Sagna	     S-PER
        passing	         O
             to	         O
        Flamini	     S-PER
            ...	         O

