             18	         O
          Mesut	     B-PER
           Ozil	     E-PER
           gets	         O
       involved	         O
            now	         O
              -	         O
            for	         O
            one	         O
             of	         O
            the	         O
          first	         O
          times	         O
             so	         O
            far	         O
          today	         O
              .	         O
             He	         O
          tries	         O
             to	         O
           play	         O
       Wilshere	     S-PER
             in	         O
            but	         O
     Demichelis	     S-PER
           gets	         O
              a	         O
          touch	         O
           that	         O
          takes	         O
            the	         O
           ball	         O
             to	         O
     Pantilimon	     S-LOC
              .	         O

