             54	         O
             OH	         O
           DEAR	         O
              !	         O
         Giroud	     S-PER
            has	         O
        another	         O
             go	         O
              -	         O
            and	         O
           this	         O
            one	         O
             is	         O
           even	         O
          worse	         O
              .	         O
             He	         O
          tries	         O
              a	         O
    left-footed	         O
         effort	         O
             at	         O
           goal	         O
            and	         O
            the	         O
           home	         O
           fans	         O
             go	         O
           wild	         O
             as	         O
             he	         O
     completely	         O
         slices	         O
             it	         O
            and	         O
             it	         O
           goes	         O
           over	         O
            the	         O
            bar	         O
              .	         O

