             21	         O
           WIDE	         O
              !	         O
        Vincent	     B-PER
        Kompany	     E-PER
           does	         O
       superbly	         O
            now	         O
             to	         O
            get	         O
            the	         O
           ball	         O
            off	         O
         Giroud	     S-PER
            and	         O
           play	         O
        Negredo	     S-PER
            in.	         O
           What	         O
      foresight	         O
           from	         O
            the	         O
       defender	         O
              !	         O
       Spaniard	     B-PER
        Negredo	     E-PER
              ,	         O
        however	         O
              ,	         O
         cannot	         O
        connect	         O
           very	         O
           well	         O
           with	         O
            the	         O
           ball	         O
            and	         O
             he	         O
         places	         O
            his	         O
         finish	         O
           wide	         O
              .	         O

