             71	         O
   Substitution	         O
          David	     B-PER
          Silva	     I-PER
          James	     I-PER
         Milner	     E-PER
     Goalscorer	         O
          David	     B-PER
          Silva	     E-PER
              ,	         O
            who	         O
            has	         O
           been	         O
         superb	         O
          today	         O
              ,	         O
             is	         O
          being	         O
       replaced	         O
             by	         O
          James	     B-PER
         Milner	     E-PER
              .	         O
            And	         O
            the	         O
       Spaniard	    S-MISC
             is	         O
      receiving	         O
              a	         O
       standing	         O
        ovation	         O
              .	         O

