             90	         O
              A	         O
            6-0	         O
           loss	         O
             at	         O
     Manchester	     B-LOC
           City	     E-LOC
             or	         O
              a	         O
            5-0	         O
         defeat	         O
             at	         O
           home	         O
             to	         O
      Liverpool	     S-ORG
              ;	         O
          which	         O
             is	         O
          worse	         O
              ?	         O

             90	         O
             +1	         O
           That	         O
             's	         O
       assuming	         O
             no	         O
           more	         O
             go	         O
            in.	         O
        Rodgers	     S-PER
       actually	         O
         lifted	         O
           five	         O
        fingers	         O
        earlier	         O
             in	         O
            the	         O
           game	         O
     suggesting	         O
           that	         O
             he	         O
        thought	         O
      Liverpool	     S-ORG
          would	         O
          score	         O
           five	         O
              .	         O

             90	         O
             +2	         O
         Suarez	     S-PER
            has	         O
           been	         O
            the	         O
      undoubted	         O
           star	         O
             of	         O
            the	         O
           show	         O
          today	         O
              ,	         O
       although	         O
      Henderson	     S-PER
              ,	         O
       Coutinho	     S-PER
            and	         O
       Sterling	     S-ORG
           have	         O
          shone	         O
             as	         O
           well	         O
              .	         O

             90	         O
             +3	         O
         Credit	         O
             to	         O
       Flanagan	     S-PER
              ,	         O
             as	         O
           well	         O
              ,	         O
            who	         O
         almost	         O
           just	         O
            put	         O
             in	         O
      Liverpool	     S-ORG
             's	         O
          sixth	         O
              !	         O

