             50	         O
        Another	         O
         chance	         O
            for	         O
        Soldado	     S-PER
              !	         O
     End-to-end	     S-ORG
       football	         O
           here	         O
             as	         O
            the	         O
       Spaniard	    S-MISC
           hits	         O
           wide	         O
              -	         O
            but	         O
             it	         O
            was	         O
              a	         O
          tough	         O
           shot	         O
             to	         O
           wrap	         O
            his	         O
           foot	         O
         around	         O
              .	         O

