             10	         O
           FOUL	         O
              !	         O
      Henderson	     S-PER
          plays	         O
       Flanagan	     S-PER
             in	         O
           down	         O
            the	         O
           left	         O
            but	         O
            the	         O
      full-back	         O
           runs	         O
           into	         O
         Walker	     S-PER
              ,	         O
            who	         O
          deals	         O
           with	         O
            him	         O
         easily	         O
              .	         O
             In	         O
            his	         O
        attempt	         O
             to	         O
            win	         O
            the	         O
           ball	         O
           back	         O
              ,	         O
         though	         O
              ,	         O
       Flanagan	     S-PER
          gives	         O
              a	         O
           free	         O
           kick	         O
           away	         O
              .	         O

