             80	         O
         Holtby	     S-PER
              ,	         O
      meanwhile	         O
              ,	         O
             is	         O
             in	         O
         danger	         O
             of	         O
       becoming	         O
            the	         O
         second	         O
          Spurs	     S-ORG
         player	         O
             to	         O
             be	         O
           sent	         O
            off	         O
          today	         O
              .	         O
             On	         O
              a	         O
        booking	         O
        already	         O
              ,	         O
            the	         O
         German	    S-MISC
     midfielder	         O
            has	         O
           been	         O
       flirting	         O
           with	         O
        trouble	         O
            for	         O
            the	         O
           past	         O
            few	         O
        minutes	         O
              .	         O

