             48	         O
         CHANCE	         O
              !	         O
      Liverpool	     S-ORG
            win	         O
              a	         O
         corner	         O
              ,	         O
           with	         O
       Coutinho	     S-PER
       swinging	         O
             it	         O
           into	         O
            the	         O
            box	         O
              .	         O
             It	         O
             is	         O
        cleared	         O
            but	         O
           only	         O
             as	         O
            far	         O
             as	         O
          Lucas	     S-PER
              ,	         O
            who	         O
         passes	         O
             it	         O
             to	         O
       Sterling	    S-MISC
              .	         O
            The	         O
          young	         O
         winger	         O
           then	         O
          sends	         O
              a	         O
          great	         O
          cross	         O
             in	         O
            and	         O
          Sakho	     S-PER
          heads	         O
        against	         O
            the	         O
           post	         O
              !	         O
         Skrtel	     S-PER
           then	         O
        follows	         O
             up	         O
            but	         O
           hits	         O
             it	         O
           over	         O
            the	         O
            bar	         O
              .	         O

