             84	         O
           Goal	         O
           Luis	     B-PER
             Su	     I-PER
            rez	     I-PER
         SUAREZ	     E-PER
          MAKES	         O
             IT	         O
            4-0	         O
              !	         O
              !	         O
              !	         O
           What	         O
        quality	         O
           from	         O
            the	         O
      Uruguayan	    S-MISC
              ,	         O
            who	         O
             is	         O
         simply	         O
         oozing	         O
          class	         O
           week	         O
          after	         O
           week	         O
              .	         O
             He	         O
        chipped	         O
         Lloris	     S-PER
           with	         O
           such	         O
           ease	         O
            and	         O
            now	         O
            has	         O
            two	         O
           more	         O
          goals	         O
           than	         O
      Tottenham	     S-ORG
            for	         O
            the	         O
        season.	         O
             He	         O
            has	         O
         scored	         O
             17	         O
             in	         O
            11.	         O
            How	         O
           many	         O
           will	         O
             he	         O
            end	         O
           with	         O
              ?	         O

