             79	         O
       Coutinho	     S-PER
       attempts	         O
              a	         O
       delicate	         O
        through	         O
           ball	         O
            now	         O
              ,	         O
           with	         O
      Liverpool	     S-ORG
        looking	         O
             to	         O
         extend	         O
          their	         O
           lead	         O
           even	         O
        further	         O
              !	         O

