             11	         O
           Free	         O
           kick	         O
             to	         O
            the	         O
          other	         O
           side	         O
            now	         O
              ,	         O
           with	         O
         Raheem	     B-PER
       Sterling	     E-PER
          using	         O
            his	         O
          speed	         O
             to	         O
           good	         O
         effect	         O
             on	         O
            the	         O
          flank	         O
              .	         O
             He	         O
            was	         O
        brought	         O
           down	         O
              a	         O
            few	         O
          yards	         O
        outside	         O
            the	         O
            box	         O
            and	         O
       Coutinho	     S-PER
           will	         O
           take	         O
            the	         O
        ensuing	         O
      set-piece	         O
              .	         O

