             47	         O
         CHANCE	         O
              !	         O
        Soldado	     S-PER
            has	         O
             an	         O
          early	         O
         effort	         O
            for	         O
      Tottenham	     S-ORG
              .	         O
            His	         O
           shot	         O
             is	         O
           just	         O
            off	         O
         target	         O
            but	         O
             he	         O
            has	         O
    comfortably	         O
           been	         O
            his	         O
           side	         O
             's	         O
           main	         O
           goal	         O
         threat	         O
             so	         O
            far	         O
              .	         O
         Chadli	     S-ORG
            has	         O
         looked	         O
           good	         O
        against	         O
      defenders	         O
              ,	         O
         though	         O
              .	         O

