             77	         O
           What	         O
              a	         O
            day	         O
             to	         O
         forget	         O
            for	         O
          Spurs	     S-ORG
           fans	         O
              .	         O
            AVB	     S-ORG
             's	         O
       position	         O
           will	         O
         surely	         O
             be	         O
       reviewed	         O
              .	         O
             As	         O
           much	         O
             as	         O
       patience	         O
             is	         O
            the	         O
            way	         O
        forward	         O
              ,	         O
           does	         O
             he	         O
        deserve	         O
             to	         O
       continue	         O
             in	         O
            the	         O
            job	         O
              ?	         O

