             65	         O
        Another	         O
           foul	         O
            now	         O
              !	         O
            The	         O
          hosts	         O
            are	         O
        looking	         O
             so	         O
     frustrated	         O
             as	         O
         Holtby	     S-PER
          picks	         O
             up	         O
              a	         O
        booking	         O
        himself	         O
              .	         O
            The	         O
          Spurs	     S-ORG
           side	         O
             's	         O
       reaction	         O
             to	         O
       trailing	         O
            2-0	         O
             is	         O
           more	         O
       petulant	         O
           than	         O
       positive	         O
              .	         O

