             18	         O
       Sterling	     S-PER
            now	         O
          plays	         O
              a	         O
           good	         O
            low	         O
          cross	         O
           into	         O
            the	         O
           area	         O
            and	         O
         Lloris	     S-PER
         pushes	         O
             it	         O
           away	         O
              !	         O
      Tottenham	     S-ORG
              ,	         O
        finally	         O
              ,	         O
            are	         O
           able	         O
             to	         O
          break	         O
           away	         O
              .	         O

