             72	         O
          GREAT	         O
    GOALKEEPING	         O
              !	         O
      Henderson	     S-PER
          plays	         O
             in	         O
       Coutinho	     S-PER
            but	         O
         Lloris	     S-PER
              ,	         O
          being	         O
            the	         O
        sweeper	         O
              -	         O
         keeper	         O
           that	         O
             he	         O
             is	         O
              ,	         O
         rushes	         O
            out	         O
             of	         O
            his	         O
           goal	         O
            and	         O
          makes	         O
              a	         O
     convincing	         O
      clearance	         O
              .	         O

