             64	         O
           What	         O
            has	         O
       happened	         O
             to	         O
          Spurs	     S-ORG
           this	         O
         season	         O
              ?	         O
         Villas	     S-ORG
              -	         O
           Boas	     S-PER
          seems	         O
             to	         O
           have	         O
         turned	         O
           them	         O
           into	         O
              a	         O
           side	         O
           that	         O
      collapses	         O
           into	         O
         itself	         O
        against	         O
            the	         O
            big	         O
          sides	         O
              !	         O

