             20	         O
           What	         O
            can	         O
      Tottenham	     S-ORG
          bring	         O
             to	         O
            the	         O
          table	         O
            now	         O
              ?	         O
          Nacer	     B-PER
         Chadli	     E-PER
           gets	         O
             to	         O
            the	         O
         byline	         O
            and	         O
          plays	         O
             it	         O
           into	         O
         Lennon	     S-PER
              ,	         O
       although	         O
            the	         O
         winger	         O
            can	         O
             't	         O
            get	         O
           onto	         O
            the	         O
            end	         O
             of	         O
            the	         O
           ball	         O
              .	         O

