             24	         O
         Suarez	     S-PER
            now	         O
          tries	         O
             to	         O
           feed	         O
            Joe	     B-PER
          Allen	     E-PER
            but	         O
            the	         O
       Welshman	    S-MISC
            can	         O
             't	         O
          quite	         O
            get	         O
             to	         O
            the	         O
           ball	         O
              .	         O
              A	         O
           very	         O
              ,	         O
           very	         O
     fast-paced	         O
      encounter	         O
           here	         O
             so	         O
            far	         O
              !	         O

