             70	         O
           WIDE	         O
              !	         O
        Another	         O
        mistake	         O
             in	         O
            the	         O
      Tottenham	     S-ORG
        defence	         O
              -	         O
           from	         O
         Capoue	     S-LOC
              -	         O
         allows	         O
         Suarez	     S-PER
             to	         O
            run	         O
             at	         O
           goal	         O
           once	         O
         again.	         O
            His	         O
           shot	         O
             is	         O
         tipped	         O
           wide	         O
             by	         O
         Lloris	     S-PER
              ,	         O
        however	         O
              .	         O
           From	         O
            the	         O
        ensuing	         O
         corner	         O
              ,	         O
      Liverpool	     S-ORG
            win	         O
        another	         O
         corner	         O
            ...	         O

