             73	         O
           Goal	         O
         Seamus	     B-PER
        Coleman	     E-PER
           GOAL	         O
              !	         O
       Goodison	     B-ORG
           Park	     E-ORG
         erupts	         O
              !	         O
         Seamus	     B-PER
        Coleman	     E-PER
           puts	         O
            the	         O
           ball	         O
           into	         O
             an	         O
          empty	         O
            net	         O
             to	         O
            put	         O
        Everton	     S-ORG
             in	         O
          front	         O
          again	         O
              !	         O
            The	         O
           goal	         O
           came	         O
          about	         O
          after	         O
         lovely	         O
       build-up	         O
           play	         O
        between	         O
        Pienaar	     S-PER
            and	         O
         Lukaku	     S-PER
              .	         O
            The	         O
          South	    B-MISC
        African	    E-MISC
             's	         O
          cross	         O
             /s	         O
            hot	         O
        squirms	         O
           past	         O
            the	         O
         Fulham	     S-ORG
         keeper	         O
            and	         O
        Coleman	     S-PER
       restores	         O
            the	         O
           lead	         O
           with	         O
           ease	         O
              !	         O

