             26	         O
         Fulham	     S-ORG
            are	         O
         trying	         O
             to	         O
          force	         O
          their	         O
            way	         O
           back	         O
           into	         O
           this	         O
           game	         O
            but	         O
          there	         O
             is	         O
         little	         O
    inspiration	         O
             in	         O
          their	         O
           side	         O
             at	         O
            the	         O
         moment	         O
              .	         O
           Will	         O
           that	         O
         change	         O
         before	         O
            the	         O
            end	         O
             of	         O
            the	         O
           half	         O
              ?	         O

