             58	         O
              I	         O
             'm	         O
             no	         O
   mathmatician	         O
              ,	         O
            but	         O
              I	         O
             'd	         O
            say	         O
           that	         O
            the	         O
       visitors	         O
           have	         O
       improved	         O
             by	         O
        roughly	         O
           5000	         O
              %	         O
             in	         O
           this	         O
           half	         O
           ...a	         O
            hem	         O
           ...a	         O
          nyway	         O
           once	         O
          again	         O
            the	         O
          small	         O
           band	         O
             of	         O
     travelling	         O
           fans	         O
            are	         O
        roaring	         O
          their	         O
           side	         O
        forward	         O
              .	         O
          Riise	     S-PER
             is	         O
      beginning	         O
             to	         O
           find	         O
           some	         O
            joy	         O
           down	         O
            the	         O
      left-hand	         O
           side	         O
            and	         O
       Berbatov	     S-PER
             is	         O
           also	         O
         coming	         O
           into	         O
           this	         O
          match	         O
           with	         O
        purpose	         O
             in	         O
            his	         O
           eyes	         O
              .	         O
           Game	         O
             on	         O
              !	         O

