             32	         O
          CLOSE	         O
          AGAIN	         O
              !	         O
        Coleman	     S-PER
             's	         O
            low	         O
          drive	         O
           from	         O
            the	         O
          right	         O
             is	         O
         palmed	         O
           away	         O
             by	         O
         Fulham	     S-ORG
             's	         O
         keeper	         O
              .	         O
             It	         O
             's	         O
              a	         O
           blue	         O
           tide	         O
             at	         O
            the	         O
         moment	         O
              !	         O

