             14	         O
         CHANCE	         O
              !	         O
              A	         O
        Pienaar	     S-PER
         corner	         O
         swings	         O
        towards	         O
            the	         O
           six-	         O
           yard	         O
              -	         O
            box	         O
              .	         O
             It	         O
             is	         O
        flicked	         O
             on	         O
             by	         O
       Jagielka	     S-PER
        towards	         O
            the	         O
           back	         O
           post	         O
              ,	         O
            but	         O
          Osman	     S-PER
          fails	         O
             to	         O
          reach	         O
             it	         O
            and	         O
            the	         O
           ball	         O
           goes	         O
            out	         O
            for	         O
              a	         O
           goal	         O
           kick	         O
              .	         O

