             17	         O
           HALF	         O
         CHANCE	         O
              !	         O
              A	         O
           move	         O
           that	         O
       involves	         O
           both	         O
          sides	         O
         giving	         O
            the	         O
           ball	         O
           away	         O
          leads	         O
             to	         O
              a	         O
        Coleman	     S-PER
          cross	         O
             on	         O
            the	         O
          right	         O
        finding	         O
        Barkley	     S-PER
              ,	         O
          whose	         O
        looping	         O
         header	         O
             is	         O
        carried	         O
            out	         O
             of	         O
           play	         O
            for	         O
              a	         O
         corner	         O
             by	         O
         keeper	         O
   Stekelenburg	     S-PER
              .	         O

