             18	         O
           Goal	         O
           Leon	     B-PER
          Osman	     E-PER
           GOAL	         O
              !	         O
           What	         O
              a	         O
          great	         O
         finish	         O
           from	         O
           Leon	     B-PER
          Osman	     E-PER
              !	         O
        Piennar	     S-PER
          finds	         O
            the	         O
        England	     S-LOC
  International	    S-MISC
             on	         O
            the	         O
           edge	         O
             of	         O
            the	         O
            box	         O
            and	         O
             he	         O
          jinks	         O
           from	         O
            his	         O
          right	         O
           foot	         O
             to	         O
            his	         O
           left	         O
             to	         O
          smash	         O
            the	         O
           ball	         O
           into	         O
            the	         O
           back	         O
             of	         O
            the	         O
            net	         O
              .	         O
       Goodison	     B-LOC
           Park	     E-LOC
         erupts	         O
              !	         O

