             12	         O
            The	         O
      Cottagers	         O
            are	         O
          doing	         O
           very	         O
           well	         O
             to	         O
          quell	         O
            any	         O
        chances	         O
          being	         O
        created	         O
             by	         O
            the	         O
        Toffees	    S-MISC
            and	         O
           both	         O
        keepers	         O
           have	         O
            yet	         O
             to	         O
             be	         O
         tested	         O
              .	         O
          Still	         O
              ,	         O
          early	         O
           days	         O
            n'a	         O
             ll	         O
              !	         O

