             66	         O
        PENALTY	         O
             TO	         O
         FULHAM	     S-ORG
              !	         O
          Barry	     S-PER
          clips	         O
            the	         O
          heels	         O
             of	         O
     Kacaniklic	     S-LOC
            and	         O
            the	         O
        referee	         O
         points	         O
             to	         O
            the	         O
           spot	         O
              .	         O
             It	         O
             is	         O
            the	         O
            ice	         O
              -	         O
           cool	         O
       Berbatov	         O
            who	         O
           will	         O
           step	         O
             up	         O
             to	         O
           take	         O
            it.	         O
             ..	         O

