             36	         O
          CLOSE	         O
              !	         O
        Finally	         O
              ,	         O
            the	         O
      Londoners	    S-MISC
            get	         O
              a	         O
          sniff	         O
             of	         O
           goal	         O
              .	         O
  Unfortunately	         O
            for	         O
           them	         O
              ,	         O
     Karagounis	     S-PER
          sends	         O
              a	         O
       bobbling	         O
           half	         O
         volley	         O
           wide	         O
             of	         O
         Howard	     S-PER
             's	         O
           goal	         O
              .	         O

