             86	         O
           From	         O
           what	         O
              I	         O
            saw	         O
             in	         O
            the	         O
         replay	         O
             it	         O
          looks	         O
           like	         O
            the	         O
           ball	         O
            hit	         O
            the	         O
            arm	         O
             of	         O
         Lukaku	     S-PER
             in	         O
            the	         O
       build-up	         O
              .	         O
             It	         O
          would	         O
           have	         O
           been	         O
          harsh	         O
             to	         O
         cancel	         O
            the	         O
           goal	         O
            out	         O
            for	         O
       handball	         O
            but	         O
            the	         O
      scoreline	         O
       flatters	         O
            the	         O
        Toffees	     S-LOC
              .	         O

