             54	         O
            The	         O
           flag	         O
             is	         O
             up	         O
        against	         O
       Berbatov	     S-PER
             to	         O
           halt	         O
        another	         O
      onslaught	         O
           from	         O
            the	         O
       visitors	         O
              .	         O
           From	         O
            the	         O
    commandable	         O
       position	         O
           that	         O
           they	         O
            had	         O
             in	         O
            the	         O
          first	         O
           half	         O
              ,	         O
           some	         O
          nails	         O
            are	         O
          being	         O
         bitten	         O
             in	         O
            the	         O
       Goodison	     B-LOC
           Park	     E-LOC
       faithful	         O
              !	         O

