             35	         O
             Do	         O
            the	         O
       visitors	         O
        deserve	         O
             to	         O
             be	         O
             on	         O
          level	         O
          terms	         O
              ?	         O
       Probably	         O
            not	         O
              .	         O
            But	         O
            are	         O
           they	         O
              ?	         O
           They	         O
      certainly	         O
            are	         O
              .	         O
           What	         O
            can	         O
           City	     S-LOC
             do	         O
             to	         O
         change	         O
           that	         O
              ?	         O

