             11	         O
            And	         O
            now	         O
        Olivier	     B-PER
         Giroud	     E-PER
             is	         O
        through	         O
             on	         O
           goal	         O
        without	         O
          being	         O
          given	         O
        offside	         O
              !	         O
              I	         O
            say	         O
        through	         O
             on	         O
           goal	         O
            ...	         O
            but	         O
             he	         O
            can	         O
             't	         O
       actually	         O
            get	         O
           onto	         O
            the	         O
           pass	         O
              .	         O

