             72	         O
   Substitution	         O
        Mathieu	     B-PER
        Flamini	     I-PER
          Serge	     I-PER
         Gnabry	     E-PER
      Attacking	         O
         change	         O
           from	         O
             Mr	         O
         Wenger	     S-PER
              ,	         O
      meanwhile	         O
              .	         O
          Serge	     B-PER
         Gnabry	     E-PER
          comes	         O
             on	         O
            for	         O
        Flamini	     S-LOC
              !	         O
         Ramsey	     S-PER
           will	         O
           drop	         O
           into	         O
            the	         O
        holding	         O
           role	         O
             to	         O
          cover	         O
            the	         O
          young	         O
         German	    S-MISC
              .	         O

