             81	         O
          Where	         O
           next	         O
            for	         O
        Arsenal	     S-ORG
          after	         O
           this	         O
         defeat	         O
              (	         O
      presuming	         O
           they	         O
           fail	         O
             to	         O
          score	         O
          three	         O
         before	         O
      full-time	         O
            ...	         O
              )	         O
              ?	         O
           They	         O
           will	         O
          still	         O
             be	         O
            two	         O
         points	         O
          clear	         O
             at	         O
            the	         O
            top	         O
             of	         O
            the	         O
          table	         O
              (	         O
             if	         O
        Chelsea	     S-ORG
           beat	         O
        Crystal	     B-ORG
         Palace	     E-ORG
          today	         O
              )	         O
            and	         O
            can	         O
     strengthen	         O
          their	         O
           lead	         O
           with	         O
              a	         O
            win	         O
        against	         O
        Chelsea	     S-ORG
           next	         O
           week	         O
              .	         O

