             29	         O
        Walcott	     S-PER
          takes	         O
            the	         O
           free	         O
           kick	         O
           from	         O
            the	         O
      left-hand	         O
           side	         O
            and	         O
     Pantilimon	     S-PER
        punches	         O
             it	         O
           into	         O
            the	         O
           path	         O
             of	         O
           Ozil	     S-LOC
              !	         O
            The	         O
           ball	         O
          flies	         O
        towards	         O
            the	         O
         German	    S-MISC
            and	         O
        bounces	         O
       straight	         O
            off	         O
            him	         O
              ,	         O
        however	         O
              .	         O
        Arsenal	     S-ORG
        unlucky	         O
              .	         O

