             80	         O
            Ten	         O
        minutes	         O
         remain	         O
            and	         O
             it	         O
             's	         O
          still	         O
            4-2	         O
             to	         O
     Manchester	     B-LOC
          City.	     E-LOC
          While	         O
           they	         O
            can	         O
             be	         O
     questioned	         O
    defensively	         O
              -	         O
     especially	         O
           away	         O
           from	         O
           home	         O
              -	         O
          their	         O
          sheer	         O
       appetite	         O
            for	         O
          goals	         O
             at	         O
           home	         O
          makes	         O
           them	         O
             so	         O
         strong	         O
              .	         O

