             60	         O
          CATCH	         O
              !	         O
         Ramsey	     S-PER
          sends	         O
              a	         O
          cross	         O
           into	         O
            the	         O
        penalty	         O
           area	         O
            now	         O
            but	         O
     Pantilimon	     S-PER
           cuts	         O
            the	         O
       delivery	         O
           out.	         O
        Arsenal	     S-ORG
           have	         O
      certainly	         O
          shown	         O
         spirit	         O
          since	         O
          going	         O
            3-1	         O
           down	         O
              .	         O
            But	         O
             is	         O
             it	         O
            too	         O
         little	         O
            too	         O
           late	         O
              ?	         O

