             90	         O
   Substitution	         O
            Out	         O
          Samir	     B-PER
          Nasri	     I-PER
             In	     I-PER
           Javi	     I-PER
           Garc	     E-PER
              a	         O

             90	         O
             +1	         O
           This	         O
            has	         O
              ,	         O
          quite	         O
         simply	         O
              ,	         O
           been	         O
              a	         O
      brilliant	         O
            day	         O
            for	         O
            the	         O
          hosts	         O
              .	         O

             90	         O
             +2	         O
        Walcott	     S-PER
          tries	         O
             to	         O
           beat	         O
     Pantilimon	     S-PER
            for	         O
            his	         O
      hat-trick	         O
            but	         O
            his	         O
           free	         O
           kick	         O
             is	         O
         easily	         O
         picked	         O
             up	         O
             by	         O
            the	         O
           City	     S-LOC
     goalkeeper	         O
              .	         O

             90	         O
             +4	         O
           Goal	         O
            Per	         O
    Mertesacker	    S-MISC
           GOAL	         O
              !	         O
    Mertesacker	     S-PER
           does	         O
           grab	         O
              a	         O
    consolation	         O
            for	         O
        Arsenal	     S-ORG
              .	         O
           What	         O
              a	         O
        strange	         O
           game	         O
           this	         O
             is	         O
              -	         O
           with	         O
           such	         O
           poor	         O
      defending	         O
              .	         O

             90	         O
             +5	         O
        PENALTY	         O
             TO	         O
     MANCHESTER	     B-ORG
           CITY	     E-ORG
              !	         O
           What	         O
             on	         O
          earth	         O
             is	         O
          going	         O
             on	         O
              ?	         O
         Milner	     S-PER
         surges	         O
           into	         O
            the	         O
           area	         O
            but	         O
       Szczesny	     S-PER
         brings	         O
            his	         O
           down	         O
              .	         O
      Spot-kick	         O
          given	         O
              .	         O

             90	         O
             +6	         O
        Penalty	         O
           Goal	         O
           Yaya	    B-MISC
           Tour	    E-MISC
           GOAL	         O
              !	         O
          Toure	     S-PER
          sends	         O
            the	         O
        penalty	         O
           home	         O
              .	         O
           This	         O
          match	         O
            has	         O
      descended	         O
           into	         O
           pure	         O
        madness	         O
              !	         O

