             20	         O
     Pellegrini	     S-PER
             's	         O
           side	         O
           look	         O
           very	         O
    comfortable	         O
             at	         O
            the	         O
         moment	         O
              .	         O
         Aguero	     S-PER
             's	         O
      fantastic	         O
         volley	         O
             is	         O
            the	         O
     difference	         O
        between	         O
            the	         O
            two	         O
          teams	         O
              ,	         O
       although	         O
           City	         O
           look	         O
           more	         O
           than	         O
        capable	         O
             of	         O
       doubling	         O
           that	         O
           lead	         O
              .	         O

