             87	         O
           OVER	         O
              !	         O
          Nasri	     S-PER
          fires	         O
            the	         O
           ball	         O
           over	         O
            the	         O
            bar	         O
          after	         O
              a	         O
          great	         O
           move	         O
              .	         O
            The	         O
      Frenchman	    S-MISC
             is	         O
     frustrated	         O
            not	         O
             to	         O
          score	         O
          there	         O
            and	         O
          looks	         O
      desperate	         O
             to	         O
            get	         O
             on	         O
            the	         O
     scoresheet	         O
              !	         O

