             70	         O
           Good	         O
         chance	         O
          again	         O
            for	         O
         Palace	     S-PER
              .	         O
            The	         O
      free-kick	         O
             is	         O
         curled	         O
             in	         O
           from	         O
            the	         O
           left	         O
            and	         O
            for	         O
            the	         O
         second	         O
           time	         O
        Delaney	     S-PER
          rises	         O
             to	         O
           meet	         O
             it	         O
           with	         O
            his	         O
           head	         O
              .	         O
           This	         O
           time	         O
              ,	         O
        however	         O
              ,	         O
             he	         O
          heads	         O
           over	         O
              .	         O

