             16	         O
           Goal	         O
       Fernando	     B-PER
         Torres	     E-PER
           GOAL	         O
              !	         O
              !	         O
              !	         O
        Chelsea	     S-ORG
           make	         O
            the	         O
   breakthrough	         O
              !	         O
        Willian	     S-PER
           does	         O
    brilliantly	         O
             to	         O
           make	         O
            the	         O
           most	         O
             of	         O
          space	         O
             by	         O
         firing	         O
              a	         O
     long-range	         O
           shot	         O
        against	         O
            the	         O
           post	         O
            and	         O
         Torres	     S-PER
             is	         O
             on	         O
           hand	         O
             to	         O
          knock	         O
            the	         O
        rebound	         O
           past	         O
        Speroni	     S-PER
              .	         O

