             66	         O
    Magnificent	         O
           play	         O
             by	         O
        O'Keefe	     S-PER
             as	         O
             he	         O
     intercepts	         O
              ,	         O
          beats	         O
         Essien	     S-PER
            and	         O
           then	         O
          plays	         O
             an	         O
      excellent	         O
         lofted	         O
           pass	         O
           over	         O
            the	         O
            top	         O
            for	         O
         Jerome	     S-PER
              .	         O
             He	         O
           gets	         O
             on	         O
            the	         O
            end	         O
             of	         O
             it	         O
              ,	         O
            but	         O
          after	         O
        holding	         O
            off	         O
           Luiz	     S-PER
             he	         O
       produces	         O
             an	         O
          awful	         O
      attempted	         O
           pass	         O
              .	         O
            The	         O
         sooner	         O
          Pulis	     S-PER
           gets	         O
            him	         O
            off	         O
              ,	         O
            the	         O
         better	         O
              .	         O

