             27	         O
           Good	         O
         effort	         O
             by	         O
         Essien	     S-ORG
              .	         O
             He	         O
       receives	         O
              a	         O
            cut	         O
              -	         O
           back	         O
           pass	         O
           from	         O
            the	         O
           left	         O
              ,	         O
          takes	         O
              a	         O
          touch	         O
            and	         O
          fires	         O
        towards	         O
            the	         O
         bottom	         O
              -	         O
           left	         O
         corner	         O
             of	         O
            the	         O
           goal	         O
             25	         O
          yards	         O
            out	         O
              ,	         O
            but	         O
            his	         O
         strike	         O
           goes	         O
           just	         O
           wide	         O
              .	         O

