             51	         O
          There	         O
             is	         O
         Palace	     S-PER
             's	         O
         second	         O
         change	         O
              .	         O
        Bolasie	     S-PER
       replaces	         O
         Bannan	     S-PER
              ,	         O
            who	         O
           does	         O
            not	         O
           look	         O
           very	         O
      impressed	         O
              .	         O
            The	         O
         winger	         O
           will	         O
          offer	         O
              a	         O
           good	         O
         outlet	         O
            out	         O
           wide	         O
              .	         O

