             75	         O
          Oscar	     S-PER
         spurns	         O
             an	         O
     incredible	         O
         chance	         O
             as	         O
            the	         O
           ball	         O
          drops	         O
             to	         O
            him	         O
             in	         O
            the	         O
           area	         O
              ,	         O
            but	         O
            the	         O
      Brazilian	    S-MISC
             's	         O
            low	         O
           shot	         O
             is	         O
           kept	         O
            out	         O
             by	         O
        Speroni	     S-PER
              .	         O
            The	         O
      officials	         O
          spare	         O
            his	         O
        blushes	         O
             by	         O
       flagging	         O
         Torres	     S-PER
        offside	         O
             in	         O
            the	         O
       build-up	         O
              .	         O

