             23	         O
         Essien	     S-PER
              ,	         O
            who	         O
            has	         O
            not	         O
      impressed	         O
           upon	         O
            his	         O
         return	         O
           from	         O
           Real	     B-ORG
         Madrid	     E-ORG
              ,	         O
           gets	         O
            the	         O
           ball	         O
             in	         O
            the	         O
         centre	         O
          again	         O
            and	         O
          looks	         O
             to	         O
         spread	         O
            the	         O
           play	         O
            out	         O
             to	         O
           Mata	     S-PER
             on	         O
            the	         O
          right	         O
              .	         O
            His	         O
           pass	         O
          flies	         O
      aimlessly	         O
            out	         O
             of	         O
           play	         O
              ,	         O
        however	         O
              .	         O

