             47	         O
           Good	         O
           play	         O
             by	         O
         Torres	     S-PER
             as	         O
             he	         O
        attacks	         O
           down	         O
            the	         O
          right	         O
              ,	         O
          beats	         O
           Ward	     S-PER
            and	         O
        crosses	         O
             to	         O
            the	         O
            far	         O
           post	         O
              .	         O
            His	         O
       delivery	         O
             is	         O
              a	         O
         little	         O
          heavy	         O
              ,	         O
        however	         O
              ,	         O
            and	         O
         Hazard	     S-PER
           must	         O
       retrieve	         O
             it	         O
             on	         O
            the	         O
           left	         O
              .	         O

