             19	         O
         Palace	         O
           look	         O
          short	         O
             of	         O
          ideas	         O
            and	         O
           they	         O
           have	         O
        already	         O
       resorted	         O
             to	         O
       smashing	         O
            the	         O
           ball	         O
             up	         O
        towards	         O
         Jerome	     S-PER
              .	         O
             He	         O
            won	         O
             't	         O
             be	         O
        getting	         O
           much	         O
         change	         O
            out	         O
             of	         O
          Terry	     S-PER
              ,	         O
         though	         O
              ,	         O
            you	         O
             'd	         O
           have	         O
             to	         O
         assume	         O
              .	         O

