             52	         O
         Decent	         O
         chance	         O
            for	         O
         Palace	     S-PER
             as	         O
            the	         O
         feisty	         O
        O'Keefe	     S-PER
        tackles	         O
         Essien	     S-PER
            and	         O
         knocks	         O
             it	         O
             on	         O
        quickly	         O
             to	         O
         Jerome	     S-PER
              .	         O
            The	         O
        forward	         O
          looks	         O
      impatient	         O
             as	         O
             he	         O
           gets	         O
             it	         O
            and	         O
         shoots	         O
           well	         O
           over	         O
           from	         O
          about	         O
             25	         O
          yards	         O
              .	         O

