             69	         O
       Ivanovic	     S-PER
             is	         O
            the	         O
         latest	         O
             to	         O
           pick	         O
             up	         O
              a	         O
         yellow	         O
           card	         O
              .	         O
             He	         O
          makes	         O
              a	         O
         stupid	         O
         tackle	         O
             on	         O
        Chamakh	    S-MISC
            and	         O
           when	         O
             it	         O
          looks	         O
           like	         O
             he	         O
             is	         O
          going	         O
             to	         O
         escape	         O
              a	         O
        caution	         O
              ,	         O
             he	         O
          talks	         O
            his	         O
            way	         O
           into	         O
            the	         O
        referee	         O
             's	         O
           book	         O
              .	         O

