             11	         O
        Chelsea	     S-PER
           keep	         O
         trying	         O
          their	         O
           luck	         O
        through	         O
            the	         O
         centre	         O
              ,	         O
            but	         O
         Palace	     S-PER
            are	         O
          doing	         O
              a	         O
           good	         O
            job	         O
             to	         O
          crowd	         O
           that	         O
           area	         O
           with	         O
          their	         O
            own	         O
        players	         O
              .	         O
            The	         O
          hosts	         O
          would	         O
             be	         O
         better	         O
         served	         O
        looking	         O
             to	         O
            get	         O
           down	         O
            the	         O
         flanks	         O
              .	         O

