             63	         O
        Another	         O
         decent	         O
         chance	         O
            for	         O
         Palace	     B-LOC
              .	     I-LOC
       Puncheon	     E-LOC
        crosses	         O
           from	         O
            the	         O
           left	         O
            and	         O
            the	         O
       unmarked	         O
        Bolasie	     S-LOC
          heads	         O
           over	         O
           from	         O
              a	         O
           good	         O
       position	         O
              .	         O
           That	         O
            was	         O
              a	         O
          waste	         O
              .	         O

