             62	         O
           Juan	     B-PER
           Mata	     E-PER
           goes	         O
            off	         O
             to	         O
              a	         O
           good	         O
      reception	         O
              ,	         O
           with	         O
          Oscar	     S-PER
      replacing	         O
           him.	         O
            The	         O
       Spaniard	    S-MISC
          doesn	         O
             't	         O
           look	         O
      impressed	         O
              ,	         O
          while	         O
          there	         O
             is	         O
             no	         O
      handshake	         O
           with	         O
            his	         O
        manager	         O
              .	         O

