             13	         O
           Goal	         O
         Ashley	     B-PER
       Westwood	     E-PER
           GOAL	         O
              !	         O
            Man	     B-ORG
            Utd	     E-ORG
            0-1	         O
          ASTON	     B-ORG
          VILLA	     E-ORG
              -	         O
       WESTWOOD	     S-ORG
              !	         O
              !	         O
           What	         O
              a	         O
      free-kick	         O
              ,	         O
            and	         O
           what	         O
              a	         O
           goal	         O
              !	         O
      Fantastic	         O
         strike	         O
           from	         O
            the	         O
     midfielder	         O
              ,	         O
            who	         O
          lifts	         O
            one	         O
           over	         O
            the	         O
           wall	         O
            and	         O
           into	         O
            the	         O
            top	         O
         corner	         O
              .	         O
          Great	         O
          stuff	         O
              !	         O
         United	     S-ORG
             up	         O
        against	         O
             it	         O
            now	         O
              .	         O

