             17	         O
         YELLOW	         O
           CARD	         O
              -	         O
      Alexander	     B-PER
        Buttner	     E-PER
              :	         O
        Another	         O
      full-back	         O
             in	         O
            the	         O
           book	         O
          after	         O
              a	         O
           poor	         O
      challenge	         O
        against	         O
     Albrighton	     S-ORG
              .	         O
        Buttner	     S-PER
         almost	         O
         lashes	         O
            out	         O
             at	         O
            his	         O
       opposite	         O
         player	         O
              ,	         O
            and	         O
       receives	         O
              a	         O
        booking	         O
           from	         O
         Martin	     B-PER
       Atkinson	     E-PER
              .	         O

