             45	         O
        Penalty	         O
           Goal	         O
          Wayne	     B-PER
         Rooney	     E-PER
           GOAL	         O
              !	         O
            Man	     B-ORG
            Utd	     E-ORG
            2-1	         O
          Aston	     B-ORG
          Villa	     E-ORG
              -	         O
         ROONEY	     S-PER
              !	         O
              !	         O
           That	         O
             's	         O
              a	         O
      fantastic	         O
        penalty	         O
              ,	         O
          fired	         O
           with	         O
          power	         O
             to	         O
          Guzan	     S-PER
             's	         O
           left	         O
              .	         O
           17th	         O
           goal	         O
             of	         O
            the	         O
         season	         O
              ,	         O
            his	         O
         second	         O
             of	         O
            the	         O
          game.	         O
         United	     S-ORG
           with	         O
            the	         O
           lead	         O
              .	         O

             45	         O
             +1	         O
           Into	         O
            the	         O
          first	         O
             of	         O
            two	         O
     additional	         O
        minutes	         O
             at	         O
            Old	     B-LOC
       Trafford	     E-LOC
              .	         O

             45	         O
             +2	         O
      HALF-TIME	         O
              :	         O
     Manchester	     B-ORG
         United	     E-ORG
            2-1	         O
          Aston	     B-ORG
          Villa	     E-ORG

