             76	         O
          Wayne	     B-PER
         Rooney	     E-PER
             's	         O
         double	         O
           puts	         O
            him	         O
             at	         O
         fourth	         O
             in	         O
            the	         O
       all-time	         O
        Premier	    B-MISC
         League	    E-MISC
    goalscorers	         O
           list	         O
           with	         O
            171	         O
        Premier	    B-MISC
         League	    E-MISC
          goals	         O
              .	         O
           Only	         O
        Thierry	     B-PER
          Henry	     E-PER
              ,	         O
           Andy	     B-PER
           Cole	     E-PER
            and	         O
           Alan	     B-PER
        Shearer	     E-PER
            are	         O
          ahead	         O
             of	         O
           him.	         O
             He	         O
             is	         O
           just	         O
           four	         O
          goals	         O
         behind	         O
          Henry	     S-PER
             's	         O
          total	         O
             of	         O
           175.	         O

